Season,Player Name,Team,GP,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G/60,A/60,FirstA/60,Points/60,Shots/60,iFenwick/60,iCorsi/60,IGP,IAP,IPP,Sv%,Winner
2011-2012,Paul Stastny,Colorado,79,1170:19:00,13,18,12,31,138,182,230,9.42,0.67,0.92,0.62,1.59,7.08,9.33,11.79,28.9,40,68.9,0,0
2010-2011,Paul Stastny,Colorado,74,1078:44:00,14,17,10,31,126,167,202,11.11,0.78,0.95,0.56,1.72,7.01,9.29,11.24,30.4,37,67.4,0,0
2015-2016,Paul Stastny,St. Louis,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Paul Szczechura,Buffalo,9,98:10:00,1,2,2,3,10,12,15,10,0.61,1.22,1.22,1.83,6.11,7.33,9.17,20,40,60,0,0
2014-2015,Pavel Datsyuk,Detroit,63,924:19:00,13,18,13,31,110,149,192,11.82,0.84,1.17,0.84,2.01,7.14,9.67,12.46,32.5,45,77.5,0,0
2013-2014,Pavel Datsyuk,Detroit,45,679:08:00,9,13,7,22,81,111,151,11.11,0.8,1.15,0.62,1.94,7.16,9.81,13.34,26.5,38.2,64.7,0,0
2012-2013,Pavel Datsyuk,Detroit,47,667:39:00,4,19,11,23,71,105,150,5.63,0.36,1.71,0.99,2.07,6.38,9.44,13.48,13.8,65.5,79.3,0,0
2011-2012,Pavel Datsyuk,Detroit,70,995:25:00,11,28,17,39,120,167,221,9.17,0.66,1.69,1.02,2.35,7.23,10.07,13.32,22,56,78,0,0
2010-2011,Pavel Datsyuk,Detroit,56,817:57:00,15,19,11,34,107,148,200,14.02,1.1,1.39,0.81,2.49,7.85,10.86,14.67,34.9,44.2,79.1,0,0
2015-2016,Pavel Datsyuk,Detroit,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Pavel Kubina,Philadelphia,69,1088:26:00,3,10,5,13,57,84,127,5.26,0.17,0.55,0.28,0.72,3.14,4.63,7,6.4,21.3,27.7,0,0
2010-2011,Pavel Kubina,Tampa Bay,79,1206:25:00,3,13,5,16,50,79,123,6,0.15,0.65,0.25,0.8,2.49,3.93,6.12,6.5,28.3,34.8,0,0
2015-2016,Pekka Rinne,Nashville,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Pekka Rinne,Nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923,
2013-2014,Pekka Rinne,Nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,
2012-2013,Pekka Rinne,Nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,
2011-2012,Pekka Rinne,Nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923,
2010-2011,Pekka Rinne,Nashville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,
2013-2014,Peter Budaj,Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,
2012-2013,Peter Budaj,Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908,
2011-2012,Peter Budaj,Montreal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913,
2010-2011,Peter Budaj,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895,
2014-2015,Peter Harrold,New Jersey,43,554:23:00,3,1,1,4,29,42,56,10.34,0.32,0.11,0.11,0.43,3.14,4.55,6.06,23.1,7.7,30.8,0,0
2013-2014,Peter Harrold,New Jersey,33,520:25:00,0,4,1,4,25,39,61,0,0,0.46,0.12,0.46,2.88,4.5,7.03,0,28.6,28.6,0,0
2012-2013,Peter Harrold,New Jersey,23,332:40:00,0,1,0,1,23,33,47,0,0,0.18,0,0.18,4.15,5.95,8.48,0,25,25,0,0
2011-2012,Peter Harrold,New Jersey,11,142:26:00,0,1,1,1,11,14,17,0,0,0.42,0.42,0.42,4.63,5.9,7.16,0,16.7,16.7,0,0
2010-2011,Peter Harrold,Los Angeles,19,210:32:00,1,3,2,4,12,20,26,8.33,0.28,0.85,0.57,1.14,3.42,5.7,7.41,11.1,33.3,44.4,0,0
2014-2015,Peter Holland,Toronto,62,695:11:00,9,10,6,19,76,100,125,11.84,0.78,0.86,0.52,1.64,6.56,8.63,10.79,30,33.3,63.3,0,0
2013-2014,Peter Holland,Toronto,43,463:08:00,5,5,4,10,41,55,74,12.2,0.65,0.65,0.52,1.3,5.31,7.13,9.59,27.8,27.8,55.6,0,0
2012-2013,Peter Holland,Anaheim,21,227:29:00,2,2,2,4,20,31,42,10,0.53,0.53,0.53,1.05,5.28,8.18,11.08,20,20,40,0,0
2015-2016,Peter Holland,Toronto,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Peter Mannino,Winnipeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2010-2011,Peter Mannino,Calgary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861,
2012-2013,Peter Mueller,Florida,43,572:16:00,5,6,5,11,113,141,167,4.42,0.52,0.63,0.52,1.15,11.85,14.78,17.51,27.8,33.3,61.1,0,0
2011-2012,Peter Mueller,Colorado,32,392:32:00,5,5,5,10,65,92,119,7.69,0.76,0.76,0.76,1.53,9.94,14.06,18.19,41.7,41.7,83.3,0,0
2013-2014,Peter Regin,Chicago,61,621:52:00,3,4,3,7,60,81,105,5,0.29,0.39,0.29,0.68,5.79,7.82,10.13,20,26.7,46.7,0,0
2012-2013,Peter Regin,Ottawa,27,243:23:00,0,3,2,3,29,37,52,0,0,0.74,0.49,0.74,7.15,9.12,12.82,0,37.5,37.5,0,0
2011-2012,Peter Regin,Ottawa,10,116:25:00,2,2,2,4,13,18,25,15.38,1.03,1.03,1.03,2.06,6.7,9.28,12.88,40,40,80,0,0
2010-2011,Peter Regin,Ottawa,55,653:47:00,3,11,6,14,78,109,140,3.85,0.28,1.01,0.55,1.28,7.16,10,12.85,12.5,45.8,58.3,0,0
2010-2011,Peter Schaefer,Vancouver,16,118:09:00,1,1,1,2,7,11,18,14.29,0.51,0.51,0.51,1.02,3.55,5.59,9.14,25,25,50,0,0
2015-2016,Petr Mrazek,Detroit,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Petr Mrazek,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,
2013-2014,Petr Mrazek,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927,
2012-2013,Petr Mrazek,Detroit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922,
2010-2011,Petr Prucha,Arizona,11,119:08:00,0,1,1,1,9,14,18,0,0,0.5,0.5,0.5,4.53,7.05,9.07,0,50,50,0,0
2011-2012,Petr Sykora,New Jersey,82,1113:53:00,17,21,11,38,139,198,259,12.23,0.92,1.13,0.59,2.05,7.49,10.67,13.95,34,42,76,0,0
2014-2015,Petter Granberg,Toronto,7,63:09:00,0,0,0,0,1,1,2,0,0,0,0,0,0.95,0.95,1.9,0,0,0,0,0
2014-2015,Petteri Lindbohm,St. Louis,23,333:16:00,1,1,1,2,30,37,49,3.33,0.18,0.18,0.18,0.36,5.4,6.66,8.82,11.1,11.1,22.2,0,0
2011-2012,Petteri Nokelainen,Montreal,56,402:11:00,3,4,4,7,36,49,65,8.33,0.45,0.6,0.6,1.04,5.37,7.31,9.7,33.3,44.4,77.8,0,0
2014-2015,Phil Kessel,Toronto,82,1149:32:00,14,16,8,30,186,244,326,7.53,0.73,0.84,0.42,1.57,9.71,12.74,17.02,34.1,39,73.2,0,0
2013-2014,Phil Kessel,Toronto,82,1342:02:00,27,27,18,54,215,289,387,12.56,1.21,1.21,0.8,2.41,9.61,12.92,17.3,39.7,39.7,79.4,0,0
2012-2013,Phil Kessel,Toronto,48,746:17:00,14,17,12,31,116,164,230,12.07,1.13,1.37,0.96,2.49,9.33,13.19,18.49,35.9,43.6,79.5,0,0
2011-2012,Phil Kessel,Toronto,82,1284:34:00,22,28,18,50,219,286,389,10.05,1.03,1.31,0.84,2.34,10.23,13.36,18.17,34.4,43.8,78.1,0,0
2010-2011,Phil Kessel,Toronto,82,1211:14:00,18,19,14,37,235,318,402,7.66,0.89,0.94,0.69,1.83,11.64,15.75,19.91,38.3,40.4,78.7,0,0
2015-2016,Phil Kessel,Pittsburgh,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Philip Larsen,Edmonton,30,407:46:00,1,4,2,5,25,36,52,4,0.15,0.59,0.29,0.74,3.68,5.3,7.65,8.3,33.3,41.7,0,0
2012-2013,Philip Larsen,Dallas,32,428:35:00,1,3,1,4,26,35,57,3.85,0.14,0.42,0.14,0.56,3.64,4.9,7.98,11.1,33.3,44.4,0,0
2011-2012,Philip Larsen,Dallas,55,852:37:00,1,8,3,9,57,79,133,1.75,0.07,0.56,0.21,0.63,4.01,5.56,9.36,2.7,21.6,24.3,0,0
2010-2011,Philip Larsen,Dallas,6,58:08:00,0,2,0,2,3,4,4,0,0,2.06,0,2.06,3.1,4.13,4.13,0,33.3,33.3,0,0
2010-2011,Philip Mcrae,St. Louis,15,131:15:00,1,2,1,3,12,16,24,8.33,0.46,0.91,0.46,1.37,5.49,7.31,10.97,50,100,150,0,0
2014-2015,Philip Samuelsson,Arizona,4,55:46:00,0,0,0,0,4,4,5,0,0,0,0,0,4.3,4.3,5.38,0,0,0,0,0
2013-2014,Philip Samuelsson,Pittsburgh,5,71:57:00,0,0,0,0,5,6,10,0,0,0,0,0,4.17,5,8.34,0,0,0,0,0
2014-2015,Philip Varone,Buffalo,28,345:00:00,3,2,1,5,24,32,39,12.5,0.52,0.35,0.17,0.87,4.17,5.57,6.78,37.5,25,62.5,0,0
2013-2014,Philip Varone,Buffalo,9,101:43:00,1,1,1,2,15,19,21,6.67,0.59,0.59,0.59,1.18,8.85,11.21,12.39,50,50,100,0,0
2015-2016,Philip Varone,Buffalo,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Philipp Grubauer,Washington,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Philipp Grubauer,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,
2013-2014,Philipp Grubauer,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925,
2012-2013,Philipp Grubauer,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,
2011-2012,Philippe Dupuis,Toronto,30,236:44:00,0,0,0,0,25,33,42,0,0,0,0,0,6.34,8.36,10.64,0,0,0,0,0
2010-2011,Philippe Dupuis,Colorado,74,545:47:00,5,10,6,15,83,113,131,6.02,0.55,1.1,0.66,1.65,9.12,12.42,14.4,25,50,75,0,0
2014-2015,Pierre Parenteau,Montreal,56,696:47:00,5,13,8,18,85,111,147,5.88,0.43,1.12,0.69,1.55,7.32,9.56,12.66,18.5,48.1,66.7,0,0
2013-2014,Pierre Parenteau,Colorado,55,754:22:00,10,16,9,26,79,103,123,12.66,0.8,1.27,0.72,2.07,6.28,8.19,9.78,27.8,44.4,72.2,0,0
2012-2013,Pierre Parenteau,Colorado,48,732:30:00,11,13,9,24,72,90,121,15.28,0.9,1.06,0.74,1.97,5.9,7.37,9.91,35.5,41.9,77.4,0,0
2011-2012,Pierre Parenteau,New York Islanders,80,1186:27:00,11,27,19,38,124,159,199,8.87,0.56,1.37,0.96,1.92,6.27,8.04,10.06,22,54,76,0,0
2010-2011,Pierre Parenteau,New York Islanders,81,1130:49:00,10,22,14,32,111,145,190,9.01,0.53,1.17,0.74,1.7,5.89,7.69,10.08,20,44,64,0,0
2015-2016,Pierre-Alexandre Parenteau,Toronto,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Pierre-Cedric Labrie,Tampa Bay,13,88:32:00,0,0,0,0,2,2,7,0,0,0,0,0,1.36,1.36,4.74,0,0,0,0,0
2012-2013,Pierre-Cedric Labrie,Tampa Bay,19,161:55:00,2,1,1,3,16,28,35,12.5,0.74,0.37,0.37,1.11,5.93,10.38,12.97,50,25,75,0,0
2011-2012,Pierre-Cedric Labrie,Tampa Bay,14,82:12:00,0,2,0,2,5,12,17,0,0,1.46,0,1.46,3.65,8.76,12.41,0,100,100,0,0
2014-2015,Pierre-Edouard Bellemare,Philadelphia,81,840:36:00,6,5,3,11,103,146,185,5.83,0.43,0.36,0.21,0.79,7.35,10.42,13.2,24,20,44,0,0
2015-2016,Pierre-Edouard Bellemare,Philadelphia,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Pierre-Marc Bouchard,New York Islanders,28,331:28:00,2,4,1,6,41,53,67,4.88,0.36,0.72,0.18,1.09,7.42,9.59,12.13,28.6,57.1,85.7,0,0
2012-2013,Pierre-Marc Bouchard,Minnesota,43,504:17:00,6,9,4,15,61,70,84,9.84,0.71,1.07,0.48,1.78,7.26,8.33,9.99,27.3,40.9,68.2,0,0
2011-2012,Pierre-Marc Bouchard,Minnesota,37,452:02:00,7,7,4,14,64,80,102,10.94,0.93,0.93,0.53,1.86,8.49,10.62,13.54,41.2,41.2,82.4,0,0
2010-2011,Pierre-Marc Bouchard,Minnesota,59,730:44:00,9,13,5,22,75,99,122,12,0.74,1.07,0.41,1.81,6.16,8.13,10.02,28.1,40.6,68.8,0,0
2013-2014,Quinton Howden,Florida,16,186:02:00,3,2,2,5,18,22,27,16.67,0.97,0.65,0.65,1.61,5.81,7.1,8.71,50,33.3,83.3,0,0
2012-2013,Quinton Howden,Florida,18,184:24:00,0,0,0,0,21,29,38,0,0,0,0,0,6.83,9.44,12.36,0,0,0,0,0
2015-2016,R.J. Umberger,Philadelphia,,,,,,,,,,,,,,,,,,,,,,
2013-2014,Radek Dvorak,Carolina,60,560:12:00,4,5,4,9,51,70,91,7.84,0.43,0.54,0.43,0.96,5.46,7.5,9.75,20,25,45,0,0
2012-2013,Radek Dvorak,Anaheim,9,106:24:00,3,0,0,3,14,19,20,21.43,1.69,0,0,1.69,7.89,10.71,11.28,100,0,100,0,0
2011-2012,Radek Dvorak,Dallas,73,864:48:00,3,15,11,18,78,115,151,3.85,0.21,1.04,0.76,1.25,5.41,7.98,10.48,11.1,55.6,66.7,0,0
2010-2011,Radek Dvorak,Winnipeg,66,876:46:00,6,14,8,20,92,120,146,6.52,0.41,0.96,0.55,1.37,6.3,8.21,9.99,22.2,51.9,74.1,0,0
2013-2014,Radek Martinek,New York Islanders,13,195:18:00,0,3,1,3,11,22,39,0,0,0.92,0.31,0.92,3.38,6.76,11.98,0,23.1,23.1,0,0
2012-2013,Radek Martinek,New York Islanders,13,200:06:00,3,0,0,3,12,20,25,25,0.9,0,0,0.9,3.6,6,7.5,50,0,50,0,0
2011-2012,Radek Martinek,Columbus,7,108:08:00,1,0,0,1,9,12,17,11.11,0.55,0,0,0.55,4.99,6.66,9.43,20,0,20,0,0
2010-2011,Radek Martinek,New York Islanders,64,1076:02:00,2,11,6,13,83,122,176,2.41,0.11,0.61,0.33,0.72,4.63,6.8,9.81,5.3,28.9,34.2,0,0
2014-2015,Radim Vrbata,Vancouver,79,1008:57:00,15,18,13,33,178,235,303,8.43,0.89,1.07,0.77,1.96,10.59,13.97,18.02,38.5,46.2,84.6,0,0
2013-2014,Radim Vrbata,Arizona,80,1103:40:00,9,19,10,28,176,264,335,5.11,0.49,1.03,0.54,1.52,9.57,14.35,18.21,20.5,43.2,63.6,0,0
2012-2013,Radim Vrbata,Arizona,34,470:17:00,9,5,3,14,78,99,122,11.54,1.15,0.64,0.38,1.79,9.95,12.63,15.57,50,27.8,77.8,0,0
2011-2012,Radim Vrbata,Arizona,77,1024:38:00,21,17,10,38,163,221,288,12.88,1.23,1,0.59,2.23,9.54,12.94,16.86,42.9,34.7,77.6,0,0
2010-2011,Radim Vrbata,Arizona,79,989:58:00,8,20,10,28,163,211,258,4.91,0.48,1.21,0.61,1.7,9.88,12.79,15.64,20.5,51.3,71.8,0,0
2015-2016,Radim Vrbata,Vancouver,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Radko Gudas,Tampa Bay,31,470:12:00,2,3,1,5,57,92,123,3.51,0.26,0.38,0.13,0.64,7.27,11.74,15.7,12.5,18.8,31.2,0,0
2013-2014,Radko Gudas,Tampa Bay,73,1151:19:00,1,14,7,15,99,141,213,1.01,0.05,0.73,0.36,0.78,5.16,7.35,11.1,2.1,29.8,31.9,0,0
2012-2013,Radko Gudas,Tampa Bay,22,344:51:00,2,3,1,5,29,38,58,6.9,0.35,0.52,0.17,0.87,5.05,6.61,10.09,13.3,20,33.3,0,0
2015-2016,Radko Gudas,Philadelphia,,,,,,,,,,,,,,,,,,,,,,
2012-2013,Raffi Torres,San Jose,39,469:21:00,6,10,6,16,56,80,91,10.71,0.77,1.28,0.77,2.05,7.16,10.23,11.63,31.6,52.6,84.2,0,0
2011-2012,Raffi Torres,Arizona,79,823:37:00,13,11,4,24,90,119,141,14.44,0.95,0.8,0.29,1.75,6.56,8.67,10.27,41.9,35.5,77.4,0,0
2010-2011,Raffi Torres,Vancouver,80,912:56:00,11,14,7,25,105,143,165,10.48,0.72,0.92,0.46,1.64,6.9,9.4,10.84,32.4,41.2,73.5,0,0
2011-2012,Randy Jones,Winnipeg,39,501:46:00,1,1,0,2,22,39,70,4.55,0.12,0.12,0,0.24,2.63,4.66,8.37,4,4,8,0,0
2010-2011,Randy Jones,Tampa Bay,61,813:22:00,1,11,5,12,47,78,121,2.13,0.07,0.81,0.37,0.89,3.47,5.75,8.93,3,33.3,36.4,0,0
2014-2015,Raphael Diaz,Calgary,56,602:14:00,1,1,0,2,39,64,99,2.56,0.1,0.1,0,0.2,3.89,6.38,9.86,5.3,5.3,10.5,0,0
2013-2014,Raphael Diaz,Vancouver,63,871:15:00,2,7,6,9,52,87,137,3.85,0.14,0.48,0.41,0.62,3.58,5.99,9.43,9.1,31.8,40.9,0,0
2012-2013,Raphael Diaz,Montreal,23,318:47:00,0,5,0,5,15,25,36,0,0,0.94,0,0.94,2.82,4.71,6.78,0,50,50,0,0
2011-2012,Raphael Diaz,Montreal,59,842:10:00,3,7,1,10,42,69,126,7.14,0.21,0.5,0.07,0.71,2.99,4.92,8.98,12.5,29.2,41.7,0,0
2015-2016,Raphael Diaz,New York Rangers,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Rasmus Rissanen,Carolina,6,81:18:00,0,0,0,0,3,4,9,0,0,0,0,0,2.21,2.95,6.64,0,0,0,0,0
2014-2015,Rasmus Ristolainen,Buffalo,78,1269:52:00,2,6,2,8,88,117,154,2.27,0.09,0.28,0.09,0.38,4.16,5.53,7.28,7.4,22.2,29.6,0,0
2013-2014,Rasmus Ristolainen,Buffalo,34,529:16:00,2,2,2,4,34,45,60,5.88,0.23,0.23,0.23,0.45,3.85,5.1,6.8,15.4,15.4,30.8,0,0
2015-2016,Rasmus Ristolainen,Buffalo,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Ray Emery,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894,
2013-2014,Ray Emery,Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,
2012-2013,Ray Emery,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922,1
2011-2012,Ray Emery,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,
2010-2011,Ray Emery,Tampa Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926,
2013-2014,Ray Whitney,Dallas,69,739:41:00,6,11,8,17,81,105,135,7.41,0.49,0.89,0.65,1.38,6.57,8.52,10.95,28.6,52.4,81,0,0
2012-2013,Ray Whitney,Dallas,32,473:42:00,7,10,7,17,41,60,83,17.07,0.89,1.27,0.89,2.15,5.19,7.6,10.51,29.2,41.7,70.8,0,0
2011-2012,Ray Whitney,Arizona,82,1136:36:00,14,36,26,50,129,166,217,10.85,0.74,1.9,1.37,2.64,6.81,8.76,11.46,23,59,82,0,0
2010-2011,Ray Whitney,Arizona,75,968:16:00,12,16,14,28,101,141,181,11.88,0.74,0.99,0.87,1.74,6.26,8.74,11.22,29.3,39,68.3,0,0
2014-2015,Reid Boucher,New Jersey,11,119:55:00,1,0,0,1,19,30,36,5.26,0.5,0,0,0.5,9.51,15.01,18.01,33.3,0,33.3,0,0
2013-2014,Reid Boucher,New Jersey,23,236:27:00,2,5,4,7,27,41,52,7.41,0.51,1.27,1.01,1.78,6.85,10.4,13.2,22.2,55.6,77.8,0,0
2014-2015,Reilly Smith,Boston,81,1054:11:00,12,15,10,27,114,155,216,10.53,0.68,0.85,0.57,1.54,6.49,8.82,12.29,26.1,32.6,58.7,0,0
2013-2014,Reilly Smith,Boston,82,1035:13:00,12,21,15,33,116,159,193,10.34,0.7,1.22,0.87,1.91,6.72,9.22,11.19,21.8,38.2,60,0,0
2012-2013,Reilly Smith,Dallas,37,349:13:00,3,6,4,9,33,47,60,9.09,0.52,1.03,0.69,1.55,5.67,8.08,10.31,30,60,90,0,0
2015-2016,Reilly Smith,Florida,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Rene Bourque,Montreal,51,579:24:00,3,7,7,10,79,118,155,3.8,0.31,0.72,0.72,1.04,8.18,12.22,16.05,16.7,38.9,55.6,0,0
2013-2014,Rene Bourque,Montreal,63,799:32:00,6,6,4,12,105,154,197,5.71,0.45,0.45,0.3,0.9,7.88,11.56,14.78,30,30,60,0,0
2012-2013,Rene Bourque,Montreal,27,340:51:00,3,5,3,8,38,68,93,7.89,0.53,0.88,0.53,1.41,6.69,11.97,16.37,30,50,80,0,0
2011-2012,Rene Bourque,Montreal,76,977:43:00,13,3,2,16,125,164,236,10.4,0.8,0.18,0.12,0.98,7.67,10.06,14.48,46.4,10.7,57.1,0,0
2010-2011,Rene Bourque,Calgary,80,1026:11:00,19,9,7,28,153,218,278,12.42,1.11,0.53,0.41,1.64,8.95,12.75,16.25,52.8,25,77.8,0,0
2015-2016,Rene Bourque,Columbus,,,,,,,,,,,,,,,,,,,,,,
2015-2016,Reto Berra,Colorado,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Reto Berra,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,
2013-2014,Reto Berra,Calgary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893,
2011-2012,Rhett Rakhshani,New York Islanders,5,56:22:00,0,0,0,0,3,9,10,0,0,0,0,0,3.19,9.58,10.64,0,0,0,0,0
2013-2014,Rich Clune,Nashville,58,477:02:00,3,4,3,7,29,38,51,10.34,0.38,0.5,0.38,0.88,3.65,4.78,6.41,30,40,70,0,0
2012-2013,Rich Clune,Nashville,47,431:27:00,3,5,3,8,44,59,73,6.82,0.42,0.7,0.42,1.11,6.12,8.2,10.15,23.1,38.5,61.5,0,0
2013-2014,Rich Peverley,Dallas,62,717:15:00,5,19,12,24,95,125,147,5.26,0.42,1.59,1,2.01,7.95,10.46,12.3,17.9,67.9,85.7,0,0
2012-2013,Rich Peverley,Boston,47,525:24:00,4,5,3,9,67,92,109,5.97,0.46,0.57,0.34,1.03,7.65,10.51,12.45,40,50,90,0,0
2011-2012,Rich Peverley,Boston,57,671:05:00,8,17,10,25,82,119,156,9.76,0.72,1.52,0.89,2.24,7.33,10.64,13.95,23.5,50,73.5,0,0
2010-2011,Rich Peverley,Boston,82,1084:29:00,10,12,8,22,153,199,246,6.54,0.55,0.66,0.44,1.22,8.46,11.01,13.61,32.3,38.7,71,0,1
2015-2016,Rich Peverley,Dallas,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Richard Bachman,Edmonton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911,
2013-2014,Richard Bachman,Edmonton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916,
2012-2013,Richard Bachman,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,
2011-2012,Richard Bachman,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,
2010-2011,Richard Bachman,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
2014-2015,Richard Panik,Toronto,76,766:20:00,7,6,4,13,75,103,131,9.33,0.55,0.47,0.31,1.02,5.87,8.06,10.26,30.4,26.1,56.5,0,0
2013-2014,Richard Panik,Tampa Bay,50,551:40:00,3,5,2,8,47,75,96,6.38,0.33,0.54,0.22,0.87,5.11,8.16,10.44,25,41.7,66.7,0,0
2012-2013,Richard Panik,Tampa Bay,25,256:56:00,4,3,1,7,30,40,51,13.33,0.93,0.7,0.23,1.63,7.01,9.34,11.91,36.4,27.3,63.6,0,0
2015-2016,Richard Panik,Toronto,,,,,,,,,,,,,,,,,,,,,,
2011-2012,Richard Park,Pittsburgh,54,530:32:00,6,5,2,11,42,57,76,14.29,0.68,0.57,0.23,1.24,4.75,6.45,8.6,33.3,27.8,61.1,0,0
2012-2013,Rick Dipietro,New York Islanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855,
2011-2012,Rick Dipietro,New York Islanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876,
2010-2011,Rick Dipietro,New York Islanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,
2014-2015,Rick Nash,New York Rangers,79,1004:20:00,29,19,14,48,226,284,368,12.83,1.73,1.14,0.84,2.87,13.5,16.97,21.98,49.2,32.2,81.4,0,0
2013-2014,Rick Nash,New York Rangers,65,857:51:00,18,8,6,26,194,254,308,9.28,1.26,0.56,0.42,1.82,13.57,17.77,21.54,48.6,21.6,70.3,0,0
2012-2013,Rick Nash,New York Rangers,44,677:43:00,17,14,7,31,133,165,202,12.78,1.51,1.24,0.62,2.74,11.77,14.61,17.88,43.6,35.9,79.5,0,0
2011-2012,Rick Nash,Columbus,82,1139:00:00,18,15,11,33,219,280,349,8.22,0.95,0.79,0.58,1.74,11.54,14.75,18.38,38.3,31.9,70.2,0,0
2010-2011,Rick Nash,Columbus,75,1030:01:00,21,24,14,45,217,287,361,9.68,1.22,1.4,0.82,2.62,12.64,16.72,21.03,41.2,47.1,88.2,0,0
2015-2016,Rick Nash,New York Rangers,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Rickard Rakell,Anaheim,71,775:04:00,7,15,7,22,89,127,159,7.87,0.54,1.16,0.54,1.7,6.89,9.83,12.31,21.9,46.9,68.8,0,0
2013-2014,Rickard Rakell,Anaheim,18,197:58:00,0,4,3,4,22,40,54,0,0,1.21,0.91,1.21,6.67,12.12,16.37,0,100,100,0,0
2015-2016,Rickard Rakell,Anaheim,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Riley Nash,Carolina,68,824:52:00,7,11,7,18,74,90,123,9.46,0.51,0.8,0.51,1.31,5.38,6.55,8.95,28,44,72,0,0
2013-2014,Riley Nash,Carolina,73,782:04:00,9,10,5,19,71,99,125,12.68,0.69,0.77,0.38,1.46,5.45,7.6,9.59,31,34.5,65.5,0,0
2012-2013,Riley Nash,Carolina,32,371:36:00,4,5,5,9,35,50,58,11.43,0.65,0.81,0.81,1.45,5.65,8.07,9.36,36.4,45.5,81.8,0,0
2015-2016,Riley Nash,Carolina,,,,,,,,,,,,,,,,,,,,,,
